水系要素编号,点序号,名称,水系类型,OSM编号,长度_km,经度,纬度
WY053,4,未记录,溪流,851185429,11.572,109.3408459,23.0054091
WY053,5,未记录,溪流,851185429,11.572,109.3411678,23.0050684
WY053,6,未记录,溪流,851185429,11.572,109.3420368,23.0044314
WY053,7,未记录,溪流,851185429,11.572,109.3421549,23.0042241
WY053,8,未记录,溪流,851185429,11.572,109.3420798,23.0034784
WY053,9,未记录,溪流,851185429,11.572,109.3417472,23.0030883
WY053,10,未记录,溪流,851185429,11.572,109.341436,23.0019625
WY053,11,未记录,溪流,851185429,11.572,109.3414789,23.0013107
WY053,12,未记录,溪流,851185429,11.572,109.3413824,23.0006441
WY053,13,未记录,溪流,851185429,11.572,109.3411732,23.0005947
WY053,14,未记录,溪流,851185429,11.572,109.3404597,23.0008021
WY053,15,未记录,溪流,851185429,11.572,109.3400788,23.0010144
WY053,16,未记录,溪流,851185429,11.572,109.3396604,23.0013058
WY053,17,未记录,溪流,851185429,11.572,109.3392098,23.0015181
WY053,18,未记录,溪流,851185429,11.572,109.3389898,23.0014638
WY053,19,未记录,溪流,851185429,11.572,109.3387324,23.0011181
WY053,20,未记录,溪流,851185429,11.572,109.3387163,23.0007972
WY053,21,未记录,溪流,851185429,11.572,109.3386948,22.9998639
WY053,22,未记录,溪流,851185429,11.572,109.3389845,22.9992318
WY053,23,未记录,溪流,851185429,11.572,109.3389738,22.9990096
WY053,24,未记录,溪流,851185429,11.572,109.3386573,22.998664
WY053,25,未记录,溪流,851185429,11.572,109.3378794,22.9981998
WY053,26,未记录,溪流,851185429,11.572,109.3378365,22.9974887
WY053,27,未记录,溪流,851185429,11.572,109.3379331,22.9970887
WY053,28,未记录,溪流,851185429,11.572,109.3383729,22.9963924
WY053,29,未记录,溪流,851185429,11.572,109.3383944,22.995711
WY053,30,未记录,溪流,851185429,11.572,109.3381852,22.9954196
WY053,31,未记录,溪流,851185429,11.572,109.3377829,22.9951727
WY053,32,未记录,溪流,851185429,11.572,109.3374503,22.9949604
WY053,33,未记录,溪流,851185429,11.572,109.3369782,22.9950196
WY053,34,未记录,溪流,851185429,11.572,109.3364739,22.9953258
WY053,35,未记录,溪流,851185429,11.572,109.3359053,22.9954098
WY053,36,未记录,溪流,851185429,11.572,109.3351543,22.9956715
WY053,37,未记录,溪流,851185429,11.572,109.334988,22.99579
WY053,38,未记录,溪流,851185429,11.572,109.3348378,22.9960171
WY053,39,未记录,溪流,851185429,11.572,109.3344784,22.9962591
WY053,40,未记录,溪流,851185429,11.572,109.3340921,22.9962937
WY053,41,未记录,溪流,851185429,11.572,109.3334699,22.9959678
WY053,42,未记录,溪流,851185429,11.572,109.3330836,22.994911
WY053,43,未记录,溪流,851185429,11.572,109.3331104,22.9939431
WY053,44,未记录,溪流,851185429,11.572,109.3330032,22.9932814
WY053,45,未记录,溪流,851185429,11.572,109.3330675,22.9924962
WY053,46,未记录,溪流,851185429,11.572,109.3333197,22.9917505
WY053,47,未记录,溪流,851185429,11.572,109.3336844,22.9910345
WY053,48,未记录,溪流,851185429,11.572,109.3336415,22.9907777
WY053,49,未记录,溪流,851185429,11.572,109.3334645,22.9906592
WY053,50,未记录,溪流,851185429,11.572,109.3326759,22.9904567
WY053,51,未记录,溪流,851185429,11.572,109.3322414,22.9906147
WY053,52,未记录,溪流,851185429,11.572,109.3318444,22.9910987
WY053,53,未记录,溪流,851185429,11.572,109.3316513,22.9913357
WY053,54,未记录,溪流,851185429,11.572,109.3312168,22.9914987
WY053,55,未记录,溪流,851185429,11.572,109.3309593,22.9915481
WY053,56,未记录,溪流,851185429,11.572,109.330439,22.9910444
WY053,57,未记录,溪流,851185429,11.572,109.3298542,22.9901012
WY053,58,未记录,溪流,851185429,11.572,109.3294519,22.9896962
WY053,59,未记录,溪流,851185429,11.572,109.3287545,22.989474
WY053,60,未记录,溪流,851185429,11.572,109.3275046,22.9889406
WY053,61,未记录,溪流,851185429,11.572,109.3273008,22.988748
WY053,62,未记录,溪流,851185429,11.572,109.3272632,22.9886295
WY053,63,未记录,溪流,851185429,11.572,109.3274403,22.9880764
WY053,64,未记录,溪流,851185429,11.572,109.3282288,22.9871924
WY053,65,未记录,溪流,851185429,11.572,109.3284005,22.9868616
WY053,66,未记录,溪流,851185429,11.572,109.3282932,22.9866295
WY053,67,未记录,溪流,851185429,11.572,109.3282825,22.986422
WY053,68,未记录,溪流,851185429,11.572,109.3280625,22.9861801
WY053,69,未记录,溪流,851185429,11.572,109.3274349,22.9861356
WY053,70,未记录,溪流,851185429,11.572,109.3267161,22.9859973
WY053,71,未记录,溪流,851185429,11.572,109.3257451,22.9859282
WY053,72,未记录,溪流,851185429,11.572,109.3249029,22.985622
WY053,73,未记录,溪流,851185429,11.572,109.3248278,22.9851924
WY053,74,未记录,溪流,851185429,11.572,109.3250155,22.98498
WY053,75,未记录,溪流,851185429,11.572,109.3259168,22.9845158
WY053,76,未记录,溪流,851185429,11.572,109.3260723,22.9835972
WY053,77,未记录,溪流,851185429,11.572,109.3257773,22.9831577
WY053,78,未记录,溪流,851185429,11.572,109.3256593,22.9826391
WY053,79,未记录,溪流,851185429,11.572,109.3251175,22.9815576
WY053,80,未记录,溪流,851185429,11.572,109.3248546,22.9809995
WY053,81,未记录,溪流,851185429,11.572,109.3245918,22.9806439
WY053,82,未记录,溪流,851185429,11.572,109.3242592,22.9797352
WY053,83,未记录,溪流,851185429,11.572,109.3239963,22.9783276
WY053,84,未记录,溪流,851185429,11.572,109.323771,22.9772214
WY053,85,未记录,溪流,851185429,11.572,109.3235135,22.9768756
WY053,86,未记录,溪流,851185429,11.572,109.3233097,22.9759965
WY053,87,未记录,溪流,851185429,11.572,109.3227839,22.9742136
WY053,88,未记录,溪流,851185429,11.572,109.3226713,22.9731023
WY053,89,未记录,溪流,851185429,11.572,109.3226123,22.9723269
WY053,90,未记录,溪流,851185429,11.572,109.3219793,22.9710477
WY053,91,未记录,溪流,851185429,11.572,109.3217379,22.9701093
WY053,92,未记录,溪流,851185429,11.572,109.3211961,22.9684991
WY053,93,未记录,溪流,851185429,11.572,109.3212444,22.9681435
WY053,94,未记录,溪流,851185429,11.572,109.321872,22.9680102
WY053,95,未记录,溪流,851185429,11.572,109.3222529,22.9679311
WY053,96,未记录,溪流,851185429,11.572,109.3228054,22.9680003
WY053,97,未记录,溪流,851185429,11.572,109.3235135,22.9677682
WY053,98,未记录,溪流,851185429,11.572,109.3241841,22.9671705
WY053,99,未记录,溪流,851185429,11.572,109.3247098,22.9669976
WY053,100,未记录,溪流,851185429,11.572,109.3253106,22.9669236
WY053,101,未记录,溪流,851185429,11.572,109.3261152,22.9667457
WY053,102,未记录,溪流,851185429,11.572,109.3264478,22.9668396
WY053,103,未记录,溪流,851185429,11.572,109.326539,22.967052
WY053,104,未记录,溪流,851185429,11.572,109.3265659,22.9675459
WY053,105,未记录,溪流,851185429,11.572,109.3267429,22.9677978
WY053,106,未记录,溪流,851185429,11.572,109.3273008,22.9678274
WY053,107,未记录,溪流,851185429,11.572,109.3275905,22.9676249
WY053,108,未记录,溪流,851185429,11.572,109.3279445,22.9671804
WY053,109,未记录,溪流,851185429,11.572,109.3279338,22.9668396
WY053,110,未记录,溪流,851185429,11.572,109.3276441,22.9662173
WY053,111,未记录,溪流,851185429,11.572,109.3276173,22.9648688
WY053,112,未记录,溪流,851185429,11.572,109.3278426,22.9640983
WY053,113,未记录,溪流,851185429,11.572,109.3276817,22.9617423
WY053,114,未记录,溪流,851185429,11.572,109.3274671,22.9614904
WY053,115,未记录,溪流,851185429,11.572,109.3270647,22.9607346
WY053,116,未记录,溪流,851185429,11.572,109.3270701,22.9585761
WY053,117,未记录,溪流,851185429,11.572,109.3267053,22.9578796
WY053,118,未记录,溪流,851185429,11.572,109.3262654,22.9578401
WY053,119,未记录,溪流,851185429,11.572,109.3237817,22.9590849
WY053,120,未记录,溪流,851185429,11.572,109.3219685,22.9605963
WY053,121,未记录,溪流,851185429,11.572,109.3210137,22.9605963
WY053,122,未记录,溪流,851185429,11.572,109.318546,22.9596776
WY053,123,未记录,溪流,851185429,11.572,109.3181598,22.9589762
WY053,124,未记录,溪流,851185429,11.572,109.3185031,22.9582649
WY053,125,未记录,溪流,851185429,11.572,109.3215394,22.955311
WY053,126,未记录,溪流,851185429,11.572,109.3274832,22.947941
WY053,127,未记录,溪流,851185429,11.572,109.3310492,22.9454607
WY054,1,未记录,溪流,851185432,5.764,109.3287063,23.0380439
WY054,2,未记录,溪流,851185432,5.764,109.3295538,23.0381031
WY054,3,未记录,溪流,851185432,5.764,109.3306106,23.0385523
WY054,4,未记录,溪流,851185432,5.764,109.3311846,23.0384832
WY054,5,未记录,溪流,851185432,5.764,109.3324882,23.0381278
WY054,6,未记录,溪流,851185432,5.764,109.3325043,23.0378217
WY054,7,未记录,溪流,851185432,5.764,109.3316942,23.0371652
WY054,8,未记录,溪流,851185432,5.764,109.3316513,23.0366123
WY054,9,未记录,溪流,851185432,5.764,109.3322736,23.0361531
WY054,10,未记录,溪流,851185432,5.764,109.3327618,23.0345043
WY054,11,未记录,溪流,851185432,5.764,109.3325472,23.0338477
WY054,12,未记录,溪流,851185432,5.764,109.3317747,23.0329196
WY054,13,未记录,溪流,851185432,5.764,109.331882,23.0297995
WY054,14,未记录,溪流,851185432,5.764,109.3324292,23.0282987
WY054,15,未记录,溪流,851185432,5.764,109.3335235,23.0270743
WY054,16,未记录,溪流,851185432,5.764,109.3354118,23.0260178
WY054,17,未记录,溪流,851185432,5.764,109.3357444,23.0253266
WY054,18,未记录,溪流,851185432,5.764,109.3358624,23.0236184
WY054,19,未记录,溪流,851185432,5.764,109.3369782,23.0223545
WY054,20,未记录,溪流,851185432,5.764,109.3371103,23.0214774
WY054,21,未记录,溪流,851185432,5.764,109.3369492,23.0206753
WY054,22,未记录,溪流,851185432,5.764,109.3369192,23.0202858
WY054,23,未记录,溪流,851185432,5.764,109.3368924,23.0194613
WY054,24,未记录,溪流,851185432,5.764,109.3376917,23.0190614
WY054,25,未记录,溪流,851185432,5.764,109.337815,23.0188491
WY054,26,未记录,溪流,851185432,5.764,109.3376112,23.0184541
WY054,27,未记录,溪流,851185432,5.764,109.337284,23.0181677
WY054,28,未记录,溪流,851185432,5.764,109.3370426,23.0181233
WY054,29,未记录,溪流,851185432,5.764,109.3367904,23.0180097
WY054,30,未记录,溪流,851185432,5.764,109.3362004,23.0180245
WY054,31,未记录,溪流,851185432,5.764,109.3360609,23.0178863
WY054,32,未记录,溪流,851185432,5.764,109.3360448,23.0177086
WY054,33,未记录,溪流,851185432,5.764,109.3365759,23.0173037
WY054,34,未记录,溪流,851185432,5.764,109.337005,23.0171013
WY054,35,未记录,溪流,851185432,5.764,109.3369889,23.0169136
WY054,36,未记录,溪流,851185432,5.764,109.3367636,23.0166816
WY054,37,未记录,溪流,851185432,5.764,109.3350309,23.0162224
WY054,38,未记录,溪流,851185432,5.764,109.3348914,23.0160002
WY054,39,未记录,溪流,851185432,5.764,109.3349397,23.0156744
WY054,40,未记录,溪流,851185432,5.764,109.335165,23.0153041
WY054,41,未记录,溪流,851185432,5.764,109.3358731,23.0150621
WY054,42,未记录,溪流,851185432,5.764,109.3372196,23.0149831
WY054,43,未记录,溪流,851185432,5.764,109.3381423,23.0150671
WY054,44,未记录,溪流,851185432,5.764,109.3383729,23.0149683
WY054,45,未记录,溪流,851185432,5.764,109.338389,23.0146227
WY054,46,未记录,溪流,851185432,5.764,109.3375361,23.0136945
WY054,47,未记录,溪流,851185432,5.764,109.3372571,23.0133192
WY054,48,未记录,溪流,851185432,5.764,109.3371445,23.0128798
WY054,49,未记录,溪流,851185432,5.764,109.3373322,23.0122922
WY054,50,未记录,溪流,851185432,5.764,109.3373591,23.0116849
WY054,51,未记录,溪流,851185432,5.764,109.3375897,23.0112059
WY054,52,未记录,溪流,851185432,5.764,109.3378472,23.0111023
WY054,53,未记录,溪流,851185432,5.764,109.3380886,23.0112405
WY054,54,未记录,溪流,851185432,5.764,109.3383568,23.0114479
WY054,55,未记录,溪流,851185432,5.764,109.3388665,23.0117293
WY054,56,未记录,溪流,851185432,5.764,109.3392205,23.012149
WY054,57,未记录,溪流,851185432,5.764,109.3394297,23.0124996
WY054,58,未记录,溪流,851185432,5.764,109.3395638,23.0128896
WY054,59,未记录,溪流,851185432,5.764,109.3397623,23.013176
WY054,60,未记录,溪流,851185432,5.764,109.3400681,23.0131908
WY054,61,未记录,溪流,851185432,5.764,109.3407923,23.0130476
WY054,62,未记录,溪流,851185432,5.764,109.340744,23.0128106
WY054,63,未记录,溪流,851185432,5.764,109.3407279,23.0124749
WY054,64,未记录,溪流,851185432,5.764,109.3405831,23.0121836
WY054,65,未记录,溪流,851185432,5.764,109.340347,23.0120009
WY054,66,未记录,溪流,851185432,5.764,109.339714,23.0109541
WY054,67,未记录,溪流,851185432,5.764,109.3397999,23.0106233
WY054,68,未记录,溪流,851185432,5.764,109.3395907,23.0102481
WY054,69,未记录,溪流,851185432,5.764,109.3385982,23.0093395
WY054,70,未记录,溪流,851185432,5.764,109.3384963,23.0091025
WY054,71,未记录,溪流,851185432,5.764,109.3386733,23.0088458
WY054,72,未记录,溪流,851185432,5.764,109.339757,23.0081989
WY054,73,未记录,溪流,851185432,5.764,109.3409425,23.007562
WY054,74,未记录,溪流,851185432,5.764,109.3412751,23.0072657
WY055,1,未记录,溪流,851185434,1.677,109.3281591,23.048198
WY055,2,未记录,溪流,851185434,1.677,109.3273276,23.0479315
WY055,3,未记录,溪流,851185434,1.677,109.3265819,23.0477933
WY055,4,未记录,溪流,851185434,1.677,109.3262708,23.0475711
WY055,5,未记录,溪流,851185434,1.677,109.3262386,23.047423
WY055,6,未记录,溪流,851185434,1.677,109.3264586,23.0472256
WY055,7,未记录,溪流,851185434,1.677,109.3269092,23.0470183
WY055,8,未记录,溪流,851185434,1.677,109.327569,23.0468356
WY055,9,未记录,溪流,851185434,1.677,109.3277675,23.0466777
WY055,10,未记录,溪流,851185434,1.677,109.3281376,23.0461643
WY055,11,未记录,溪流,851185434,1.677,109.3281162,23.0459817
WY055,12,未记录,溪流,851185434,1.677,109.3272579,23.0449253
WY055,13,未记录,溪流,851185434,1.677,109.3269092,23.0445205
WY055,14,未记录,溪流,851185434,1.677,109.3268824,23.0442441
WY055,15,未记录,溪流,851185434,1.677,109.3270433,23.0440614
WY055,16,未记录,溪流,851185434,1.677,109.3278962,23.0435382
WY055,17,未记录,溪流,851185434,1.677,109.3279767,23.0432469
WY055,18,未记录,溪流,851185434,1.677,109.3278265,23.0430347
WY055,19,未记录,溪流,851185434,1.677,109.3271881,23.0428569
WY055,20,未记录,溪流,851185434,1.677,109.3271077,23.0425805
WY055,21,未记录,溪流,851185434,1.677,109.3278587,23.0410058
WY055,22,未记录,溪流,851185434,1.677,109.3282556,23.040833
WY055,23,未记录,溪流,851185434,1.677,109.3289852,23.0408133
WY055,24,未记录,溪流,851185434,1.677,109.3291783,23.0405812
WY055,25,未记录,溪流,851185434,1.677,109.3291354,23.0403887
WY055,26,未记录,溪流,851185434,1.677,109.3285078,23.0396976
WY055,27,未记录,溪流,851185434,1.677,109.3283951,23.0391645
WY055,28,未记录,溪流,851185434,1.677,109.3285453,23.0384289
WY055,29,未记录,溪流,851185434,1.677,109.3287063,23.0380439
WY056,1,未记录,溪流,851213684,2.294,109.3205202,23.1429694
WY056,2,未记录,溪流,851213684,2.294,109.3215823,23.1425896
WY056,3,未记录,溪流,851213684,2.294,109.3217379,23.1424466
WY056,4,未记录,溪流,851213684,2.294,109.3221563,23.1419533
WY056,5,未记录,溪流,851213684,2.294,109.322387,23.1420618
WY056,6,未记录,溪流,851213684,2.294,109.3228376,23.142269
WY056,7,未记录,溪流,851213684,2.294,109.3231434,23.1420865
WY056,8,未记录,溪流,851213684,2.294,109.3234223,23.1417954
WY056,9,未记录,溪流,851213684,2.294,109.3235618,23.1414205
WY056,10,未记录,溪流,851213684,2.294,109.3236583,23.1412479
WY056,11,未记录,溪流,851213684,2.294,109.3237764,23.1410013
WY056,12,未记录,溪流,851213684,2.294,109.3243718,23.1408977
WY056,13,未记录,溪流,851213684,2.294,109.3246508,23.1409075
WY056,14,未记录,溪流,851213684,2.294,109.3252838,23.141021
WY056,15,未记录,溪流,851213684,2.294,109.3258041,23.1412578
WY056,16,未记录,溪流,851213684,2.294,109.3264425,23.1414699
WY056,17,未记录,溪流,851213684,2.294,109.3265766,23.1416573
WY056,18,未记录,溪流,851213684,2.294,109.3265176,23.1421161
WY056,19,未记录,溪流,851213684,2.294,109.3266624,23.1422394
WY056,20,未记录,溪流,851213684,2.294,109.3269145,23.1422986
WY056,21,未记录,溪流,851213684,2.294,109.3272954,23.1418744
WY056,22,未记录,溪流,851213684,2.294,109.3276763,23.1419286
WY056,23,未记录,溪流,851213684,2.294,109.3280357,23.1421506
WY056,24,未记录,溪流,851213684,2.294,109.3282986,23.1425156
WY056,25,未记录,溪流,851213684,2.294,109.3283522,23.1427129
WY056,26,未记录,溪流,851213684,2.294,109.3287224,23.142999
WY056,27,未记录,溪流,851213684,2.294,109.3289852,23.1431421
WY056,28,未记录,溪流,851213684,2.294,109.3291461,23.1432605
WY056,29,未记录,溪流,851213684,2.294,109.329291,23.1432259
WY056,30,未记录,溪流,851213684,2.294,109.3297791,23.142925
WY056,31,未记录,溪流,851213684,2.294,109.3300098,23.1429201
WY056,32,未记录,溪流,851213684,2.294,109.3301707,23.1429645
WY056,33,未记录,溪流,851213684,2.294,109.3304712,23.142925
WY056,34,未记录,溪流,851213684,2.294,109.3306911,23.1428806
WY056,35,未记录,溪流,851213684,2.294,109.3308842,23.1433443
WY056,36,未记录,溪流,851213684,2.294,109.3312061,23.143512
WY056,37,未记录,溪流,851213684,2.294,109.331587,23.1436205
WY056,38,未记录,溪流,851213684,2.294,109.3320644,23.1434824
WY056,39,未记录,溪流,851213684,2.294,109.3321717,23.1433098
WY056,40,未记录,溪流,851213684,2.294,109.3324023,23.1428658
WY056,41,未记录,溪流,851213684,2.294,109.3327564,23.1425501
WY056,42,未记录,溪流,851213684,2.294,109.3333089,23.1426143
WY056,43,未记录,溪流,851213684,2.294,109.3333948,23.1428757
WY056,44,未记录,溪流,851213684,2.294,109.3335396,23.1430286
WY056,45,未记录,溪流,851213684,2.294,109.3337864,23.1430484
WY056,46,未记录,溪流,851213684,2.294,109.3340653,23.1429694
WY056,47,未记录,溪流,851213684,2.294,109.3344784,23.1429596
WY056,48,未记录,溪流,851213684,2.294,109.3347734,23.1428067
WY056,49,未记录,溪流,851213684,2.294,109.3347949,23.1426981
WY056,50,未记录,溪流,851213684,2.294,109.334752,23.1425847
WY056,51,未记录,溪流,851213684,2.294,109.3348002,23.1423134
WY056,52,未记录,溪流,851213684,2.294,109.3350255,23.1421457
WY056,53,未记录,溪流,851213684,2.294,109.3350202,23.1419681
WY056,54,未记录,溪流,851213684,2.294,109.3348432,23.1417264
WY056,55,未记录,溪流,851213684,2.294,109.3346554,23.1416968
WY056,56,未记录,溪流,851213684,2.294,109.3346232,23.1415685
WY056,57,未记录,溪流,851213684,2.294,109.3346876,23.1414403
WY056,58,未记录,溪流,851213684,2.294,109.3349183,23.1414205
WY056,59,未记录,溪流,851213684,2.294,109.3351811,23.1412578
WY056,60,未记录,溪流,851213684,2.294,109.3353689,23.1412479
WY056,61,未记录,溪流,851213684,2.294,109.33568,23.1414551
WY056,62,未记录,溪流,851213684,2.294,109.336431,23.1416179
WY057,1,未记录,溪流,851387679,1.566,109.4073111,23.1598482
WY057,2,未记录,溪流,851387679,1.566,109.4072252,23.1599419
WY057,3,未记录,溪流,851387679,1.566,109.4069302,23.1600306
WY057,4,未记录,溪流,851387679,1.566,109.4064957,23.1599764
WY057,5,未记录,溪流,851387679,1.566,109.4058949,23.1600208
WY057,6,未记录,溪流,851387679,1.566,109.4055301,23.1599468
WY057,7,未记录,溪流,851387679,1.566,109.4048703,23.1596065
WY057,8,未记录,溪流,851387679,1.566,109.4046181,23.1592119
WY057,9,未记录,溪流,851387679,1.566,109.4039744,23.1588667
WY057,10,未记录,溪流,851387679,1.566,109.4036311,23.1590837
WY057,11,未记录,溪流,851387679,1.566,109.4029337,23.1592859
WY057,12,未记录,溪流,851387679,1.566,109.4028157,23.1592464
WY057,13,未记录,溪流,851387679,1.566,109.4026923,23.1588173
WY057,14,未记录,溪流,851387679,1.566,109.4024509,23.1584524
WY057,15,未记录,溪流,851387679,1.566,109.4017374,23.1580529
WY057,16,未记录,溪流,851387679,1.566,109.4011742,23.1580479
WY057,17,未记录,溪流,851387679,1.566,109.4007772,23.1579296
WY057,18,未记录,溪流,851387679,1.566,109.400332,23.1578901
WY057,19,未记录,溪流,851387679,1.566,109.4002247,23.1577175
WY057,20,未记录,溪流,851387679,1.566,109.3995166,23.1579937
WY057,21,未记录,溪流,851387679,1.566,109.3991947,23.1582008
WY057,22,未记录,溪流,851387679,1.566,109.3987548,23.15826
WY057,23,未记录,溪流,851387679,1.566,109.3983525,23.158117
WY057,24,未记录,溪流,851387679,1.566,109.3981808,23.1577372
WY057,25,未记录,溪流,851387679,1.566,109.397977,23.1572686
WY057,26,未记录,溪流,851387679,1.566,109.3977785,23.1569234
WY057,27,未记录,溪流,851387679,1.566,109.3967164,23.1563365
WY057,28,未记录,溪流,851387679,1.566,109.396196,23.1559271
WY057,29,未记录,溪流,851387679,1.566,109.3954664,23.1558284
WY057,30,未记录,溪流,851387679,1.566,109.3950695,23.1558926
WY057,31,未记录,溪流,851387679,1.566,109.3949032,23.1560455
WY058,1,未记录,溪流,851387702,3.1,109.4187051,23.1548864
WY058,2,未记录,溪流,851387702,3.1,109.418115,23.1546299
WY058,3,未记录,溪流,851387702,3.1,109.4176966,23.154625
WY058,4,未记录,溪流,851387702,3.1,109.4174123,23.1544819
WY058,5,未记录,溪流,851387702,3.1,109.4173157,23.1542205
WY058,6,未记录,溪流,851387702,3.1,109.4169348,23.1539887
WY058,7,未记录,溪流,851387702,3.1,109.4165164,23.153895
WY058,8,未记录,溪流,851387702,3.1,109.4165003,23.1537865
WY058,9,未记录,溪流,851387702,3.1,109.4165271,23.1536138
WY058,10,未记录,溪流,851387702,3.1,109.4163501,23.1534116
WY058,11,未记录,溪流,851387702,3.1,109.4164413,23.1532094
WY058,12,未记录,溪流,851387702,3.1,109.4165808,23.1531255
WY058,13,未记录,溪流,851387702,3.1,109.416452,23.1528493
WY058,14,未记录,溪流,851387702,3.1,109.4157547,23.1527211
WY058,15,未记录,溪流,851387702,3.1,109.4153416,23.1524695
WY058,16,未记录,溪流,851387702,3.1,109.4150197,23.1522624
WY058,17,未记录,溪流,851387702,3.1,109.4148289,23.1520329
WY058,18,未记录,溪流,851387702,3.1,109.414376,23.151488
WY058,19,未记录,溪流,851387702,3.1,109.4139683,23.1514929
WY058,20,未记录,溪流,851387702,3.1,109.4132549,23.1516803
WY058,21,未记录,溪流,851387702,3.1,109.4126272,23.152435
WY058,22,未记录,溪流,851387702,3.1,109.4122356,23.1526767
WY058,23,未记录,溪流,851387702,3.1,109.4118494,23.1526224
WY058,24,未记录,溪流,851387702,3.1,109.4117045,23.1523857
WY058,25,未记录,溪流,851387702,3.1,109.4116402,23.1520355
WY058,26,未记录,溪流,851387702,3.1,109.4112325,23.1514091
WY058,27,未记录,溪流,851387702,3.1,109.410857,23.1512956
WY058,28,未记录,溪流,851387702,3.1,109.4103956,23.1513301
WY058,29,未记录,溪流,851387702,3.1,109.4103098,23.1515176
WY058,30,未记录,溪流,851387702,3.1,109.4102132,23.1520601
WY058,31,未记录,溪流,851387702,3.1,109.4097519,23.1527655
WY058,32,未记录,溪流,851387702,3.1,109.4094461,23.153239
WY058,33,未记录,溪流,851387702,3.1,109.409017,23.1534905
WY058,34,未记录,溪流,851387702,3.1,109.4087487,23.1534955
WY058,35,未记录,溪流,851387702,3.1,109.4080728,23.1535694
WY058,36,未记录,溪流,851387702,3.1,109.4070911,23.1534412
WY058,37,未记录,溪流,851387702,3.1,109.4063455,23.1533919
WY058,38,未记录,溪流,851387702,3.1,109.4062167,23.1535398
WY058,39,未记录,溪流,851387702,3.1,109.4060451,23.1540923
WY058,40,未记录,溪流,851387702,3.1,109.4058841,23.1542748
WY058,41,未记录,溪流,851387702,3.1,109.4056749,23.1542254
WY058,42,未记录,溪流,851387702,3.1,109.4054604,23.1539986
WY058,43,未记录,溪流,851387702,3.1,109.4049239,23.1540528
WY058,44,未记录,溪流,851387702,3.1,109.4047898,23.1541613
WY058,45,未记录,溪流,851387702,3.1,109.404704,23.1543241
WY058,46,未记录,溪流,851387702,3.1,109.4042104,23.1544277
WY058,47,未记录,溪流,851387702,3.1,109.404071,23.1545658
WY058,48,未记录,溪流,851387702,3.1,109.4035506,23.1544326
WY058,49,未记录,溪流,851387702,3.1,109.4027406,23.1543981
WY058,50,未记录,溪流,851387702,3.1,109.402349,23.1545214
WY058,51,未记录,溪流,851387702,3.1,109.4019735,23.1548075
WY058,52,未记录,溪流,851387702,3.1,109.4015336,23.1548518
WY058,53,未记录,溪流,851387702,3.1,109.4012546,23.1547631
WY058,54,未记录,溪流,851387702,3.1,109.4010562,23.1548518
WY058,55,未记录,溪流,851387702,3.1,109.401024,23.1550639
WY058,56,未记录,溪流,851387702,3.1,109.4005251,23.1552464
WY058,57,未记录,溪流,851387702,3.1,109.4004983,23.1553845
WY058,58,未记录,溪流,851387702,3.1,109.4001013,23.1556657
WY058,59,未记录,溪流,851387702,3.1,109.4004983,23.1565091
WY058,60,未记录,溪流,851387702,3.1,109.4004017,23.1567113
WY058,61,未记录,溪流,851387702,3.1,109.3996185,23.1568543
WY058,62,未记录,溪流,851387702,3.1,109.3994737,23.1567162
WY058,63,未记录,溪流,851387702,3.1,109.3996614,23.1563266
WY058,64,未记录,溪流,851387702,3.1,109.3995112,23.1562526
WY058,65,未记录,溪流,851387702,3.1,109.3989426,23.156445
WY058,66,未记录,溪流,851387702,3.1,109.3986154,23.1567508
WY058,67,未记录,溪流,851387702,3.1,109.3983847,23.1572341
WY058,68,未记录,溪流,851387702,3.1,109.3982184,23.1573278
WY058,69,未记录,溪流,851387702,3.1,109.397977,23.1572686
WY059,1,未记录,溪流,851431459,2.955,109.4042525,23.1948323
WY059,2,未记录,溪流,851431459,2.955,109.4036449,23.1946273
WY059,3,未记录,溪流,851431459,2.955,109.4030912,23.1941961
WY059,4,未记录,溪流,851431459,2.955,109.403045,23.1936659
WY059,5,未记录,溪流,851431459,2.955,109.4032065,23.1932983
WY059,6,未记录,溪流,851431459,2.955,109.4039218,23.1932064
WY059,7,未记录,溪流,851431459,2.955,109.4039449,23.1930226
WY059,8,未记录,溪流,851431459,2.955,109.4035218,23.1918561
WY059,9,未记录,溪流,851431459,2.955,109.4034603,23.1909017
WY059,10,未记录,溪流,851431459,2.955,109.403245,23.1905341
WY059,11,未记录,溪流,851431459,2.955,109.4024836,23.1899473
WY059,12,未记录,溪流,851431459,2.955,109.4021221,23.1895019
WY059,13,未记录,溪流,851431459,2.955,109.4013376,23.1889505
WY059,14,未记录,溪流,851431459,2.955,109.4005762,23.1889151
WY059,15,未记录,溪流,851431459,2.955,109.3998686,23.1877769
WY059,16,未记录,溪流,851431459,2.955,109.3987227,23.1869498
WY059,17,未记录,溪流,851431459,2.955,109.3977459,23.1862216
WY059,18,未记录,溪流,851431459,2.955,109.3970691,23.1855429
WY059,19,未记录,溪流,851431459,2.955,109.3963231,23.1850409
WY059,20,未记录,溪流,851431459,2.955,109.3962228,23.184822
WY059,21,未记录,溪流,851431459,2.955,109.3962835,23.1843095
WY059,22,未记录,溪流,851431459,2.955,109.3950051,23.1836089
WY059,23,未记录,溪流,851431459,2.955,109.3943099,23.1826672
